series,代码,名称,市盈率,市净率,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,固定资产,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,BBI,ARBR,KDJ,BOLL,OBV,BIAS,MACD,MA,PSY,WVAD,CD,MI,DMI-QLL,ABV,Z-SCORE,122日涨幅,122日振幅,122日换手,122日总量,92日涨幅,92日振幅,92日换手,92日总量,GB
607,'600826',兰生股份,276.214,1.869,0.06,8.269,0.0062,0.0092,0.329,3.377,76.509,-96.48,-2.14,7.021,8.269,487616,2723,111222,373072,13854,389,8105,7549,62021,4296,3234,3270,2351,167297,42064,42064,42064,17.336,83.896,23.065,17.795,38810840,-2.64,-0.335,16.858,41.667,-43940.059,-1.592,-0.88,20.65,1552.253,2.947,-0.3669,0.3911,0.5745,2416598,-0.3225,0.3533,0.4514,1898804,-0.344
1833,'002667',鞍重股份,278.032,3.048,0.06,5.473,0.0117,0.0269,2.42,1.804,87.92,750.93,4.06,50.848,5.472,84642,11241,10192,74418,32896,365,-66,297,2742,1318,756,871,865,24522,13596,9077,9077,17.276,83.963,28.843,18.113,3185976,-0.01,-0.471,16.716,33.333,-51271.512,-1.273,-1.82,15.197,127.258,5.609,-0.2714,0.3342,2.8238,2563269,-0.1019,0.2231,1.6329,1482272,-0.174
1883,'002733',雄韬股份,280.84,2.637,0.06,6.24,0.0098,0.0184,3.525,1.575,68.328,3.15,2.58,15.444,6.23,327434,29430,101973,223729,123414,644,63,1269,55677,7684,2115,2389,2195,60405,35011,11658,11658,16.851,118.268,59.484,16.64,7599747,1.513,0.163,16.598,58.333,181294.406,0.065,0.33,29.481,304.242,2.318,-0.1779,0.2882,1.8112,2111587,-0.0535,0.1804,1.4248,1661115,-0.125
2163,'300216',千山药机,344.938,6.196,0.06,3.28,0.0188,-0.276,0.598,1.488,28.041,21,20.91,51.359,3.264,430541,49638,299208,120728,21622,-9960,-13489,-8229,24133,11958,2411,2551,2254,55939,36143,26048,26048,22.491,58.401,24.03,23.933,15802945,-4.308,-0.94,21.352,25,-80984.969,-2.206,-4.01,7.674,632.614,0.8,-0.3419,0.3939,1.1706,3049324,-0.1935,0.3233,0.8698,2265768,-0.306
1397,'002153',石基信息,365.422,4.642,0.06,4.684,0.0126,-0.0374,1.534,2.109,81.957,8.45,28.39,45.391,4.679,614861,34649,106954,503920,163639,-3986,-107997,-92436,54851,24525,4784,6893,6279,229203,106679,48446,48446,22.301,143.578,59.274,22.248,9654777,-0.532,0.154,22.272,33.333,314966.156,0.146,-1.27,11.779,385.693,3.979,-0.0225,0.1688,0.6745,3267749,0.0449,0.1804,0.5843,2830578,0.018
1921,'002779',中坚科技,394.663,5.018,0.06,4.664,0.0134,-0.195,1.48,1.937,82.641,-13.81,10.92,22.138,4.663,75368,10661,13083,62285,19538,-2570,1410,-1180,12781,2712,952,950,829,26291,13200,4043,4043,23.683,132.184,52.394,24.327,1454244.5,2.952,-0.565,22.936,66.667,14776.278,-1.495,-1.37,32.546,57.884,4.187,-0.3528,0.5113,2.8839,1165812,-0.1845,0.3501,1.6717,675767,-0.353
1723,'002530',金财互联,448.848,3.541,0.06,7.605,0.0081,-0.0864,6.02,0.526,90.788,1115.82,63.61,49.485,7.587,411060,24373,30897,373193,295444,-4239,-46503,-68548,14912,7267,3210,3454,3005,25821,49074,17110,17110,28.977,113.879,14.012,29.182,5984344,-4.628,-0.342,28.39,41.667,-9829.591,-1.839,-4.09,4.483,239.966,7.918,-0.2943,0.3844,0.803,1373970,-0.2264,0.379,0.6574,1124835,-0.271
1959,'002827',高争民爆,500.556,7.25,0.06,3.842,0.0154,0.0422,1.999,0.623,84.663,70.48,79.86,47.518,3.837,90029,27182,12195,76221,36777,776,-1372,-1852,7698,3584,1239,1244,1163,16985,18400,4600,4600,28.912,200.733,71.646,25.94,1724368,-1.682,1.617,31.004,75,306141,1.172,4.5,30.526,67.953,4.576,-0.1632,0.4093,5.8094,2672332,0.088,0.4154,3.9854,1833279,-0.04
1935,'002796',世嘉科技,520.38,5.084,0.06,5.842,0.01,-0.0395,3.331,1.202,77.553,-26.7,18.51,14.69,5.781,63353,10051,14221,49132,26651,-316,225,-278,11007,1545,559,588,487,12020,8000,2987,2987,33.852,58.914,15.011,37.529,1217943,-1.92,-3.452,31.902,16.667,-36138.883,-3.56,-8.15,7.173,48.538,3.085,-0.4722,0.5355,1.4706,439260,-0.2708,0.3294,0.6935,207145,-0.386
2478,'300619',金银河,630.238,7.457,0.06,4.955,0.0138,-0.268,2.516,1.193,58.602,146.8,361.46,29.078,4.943,64618,5906,26750,37868,18790,-2001,-200,16048,4989,1400,-162,395,364,9775,7468,1868,1868,42.018,128.484,20.065,43.234,-385506,-4.154,-0.991,38.932,33.333,-11447.024,-1.83,-4.77,19.164,-15.609,1.625,-0.3633,0.8551,11.1132,2075946,-0.229,0.4376,7.2755,1359063,-0.427
2487,'300629',新劲刚,681.78,8.318,0.06,4.918,0.0138,0.0335,2.203,1.553,65.712,20.64,8.38,30.861,4.913,49894,8894,17108,32786,14686,223,-203,11538,4218,1238,345,365,293,10351,6667,1667,1667,45.391,111.568,10.773,48.81,272980,-4.268,-1.523,42.2,33.333,35992.715,-1.17,-12.55,12.073,11.074,1.999,2.4622,4.7685,15.0641,2510680,-0.1629,0.5633,13.7381,2289689,1.141
1464,'002230',科大讯飞,777.431,8.305,0.06,5.517,0.0103,-0.365,3.187,1.048,70.41,4.69,35.29,48.68,5.504,1058155,103685,297747,745046,442520,-48368,-34403,-39534,85622,41293,4567,8295,7398,158768,138869,117870,117870,41.522,220.024,66.69,38.684,54513024,8.594,2.612,43.344,58.333,4980904.5,4.679,2.68,43.37,2167.034,2.15,0.3469,0.5819,2.9254,34482268,0.52,0.6567,2.3551,27759808,0.336
1879,'002729',好利来,1140.541,11.194,0.06,6.013,0.0096,0.14,2.675,2.017,93.846,180.73,14.04,41.114,5.97,43436,21882,2673,40763,17834,930,-3445,-2526,3576,1317,482,485,388,14116,6668,1768,1768,78.29,89.228,27.419,78.895,1063051,-11.578,-1.072,77.704,33.333,-16408.564,-1.336,-6.66,15.315,43.078,10.106,-0.2325,0.2462,1.3266,234548,-0.1338,0.2779,0.9541,168688,-0.182
1934,'002795',永和智控,162.061,3.133,0.0604,2.854,0.0196,0.0787,1.219,0.478,89.007,-16.91,3.9,27.877,2.851,69747,7524,7667,62079,34386,1574,-224,1351,10716,2911,1427,1421,1207,14559,20000,6375,6375,21.081,68.438,17.544,23.415,1486007,-1.957,-1.668,19.586,33.333,-162465,-3.192,-5.31,6.862,58.986,6.064,-0.5693,0.6323,11.6515,7427853,-0.241,0.5992,8.3791,5341699,-0.388
1245,'000967',盈峰环境,102.497,1.973,0.0608,3.119,0.0196,-0.105,1.319,0.451,53.079,35.23,2.69,15.334,3.107,647819,32200,292841,343858,180500,-11431,-14094,-11291,93741,14154,2729,7534,6646,52184,109313,67046,67046,9.766,73.366,18.746,10.331,40445604,-1.104,-0.265,9.392,25,-152482.938,-0.901,-1.17,16.928,1617.093,1.293,-0.0984,0.2674,0.9432,6323849.5,-0.1007,0.2322,0.5731,3842584.5,-0.09
1094,'000709',河钢股份,72.796,1.036,0.061,4.206,0.0143,0.451,2.185,0.81,24.228,455.69,58.84,10.267,4.199,18783906,9630802,14048824,4550914,2320581,479268,-233692,152226,2832038,278982,83528,83546,64930,945127,1061861,1061690,1061690,4.412,126.154,65.013,4.321,403115744,1.549,0.041,4.408,58.333,6214342.5,-0.115,0.16,40.29,16144.307,0.058,0.224,0.7705,2.8056,297866496,-0.024,0.1961,1.8227,193514688,0.26
1130,'000778',新兴铸管,103.324,1.313,0.0613,4.793,0.0128,0.0733,2.177,1.358,38.302,489.74,7.33,6.607,4.792,5024988,1421301,2995522,1924676,868942,29259,-32223,16206,1204376,74781,19251,28670,23058,553898,399088,364292,364292,6.456,70.175,48.096,6.705,250587488,1.003,-0.17,6.28,41.667,-1980528,-1.194,-0.37,15.149,10015.242,0.775,0.179,0.6421,4.7016,171275888,-0.0491,0.3363,3.0241,110164688,0.172
2139,'300184',力源信息,127.6,2.07,0.0616,5.978,0.0306,-0.29,4.677,0.281,62.475,432.05,233.1,9.731,5.975,629824,21929,236339,393485,307811,-19073,-50694,71911,94908,9092,4775,4879,4053,18508,65820,29509,29509,12.705,102.439,22.241,12.638,12604736,-0.715,0.094,12.508,41.667,7510.306,-0.099,-0.68,20.934,504.554,1.453,-0.1605,0.2868,1.162,3429097,-0.0775,0.2716,0.8983,2650919,-0.088
2246,'300316',晶盛机电,208.04,3.777,0.0617,3.298,0.0183,-0.0887,1.582,0.641,77.371,136.57,106.17,35.71,3.278,432678,60022,82001,334767,155811,-8734,5922,-2839,36906,12715,6285,6745,6077,72976,98493,92093,92093,12.997,100.338,40.33,12.988,22036350,1.119,0.057,12.708,41.667,50650.563,-0.05,-0.74,24.825,881.454,3.458,-0.1279,0.2795,0.4444,4093069,-0.0152,0.2152,0.3076,2832985,-0.094
1125,'000766',通化金马,224.586,3.202,0.0617,4.328,0.0142,-0.0525,3.769,-0.554,78.826,17.4,52.81,71.487,4.327,530606,80582,108526,418256,364243,-5075,8538,2108,19713,13691,6532,6815,5964,-53501,96649,44902,44902,14.374,50.402,32.373,15.677,46461636,1.808,-0.767,13.682,16.667,-184493.031,-1.773,-1.7,16.261,1859.526,2.429,-0.2281,0.3412,0.9385,4214162,-0.2377,0.337,0.7926,3558944,-0.249
1567,'002351',漫步者,179.665,3.665,0.0619,2.935,0.0206,0.0394,1.221,0.61,89.807,39.29,37.16,35.124,2.927,198685,26642,17576,178434,71787,2319,-17071,-14803,20934,7127,4656,4662,3637,41740,58800,27990,27990,11.285,124.777,35.081,11.368,20565064,0.463,-0.058,11.008,50,311076.656,-0.57,-0.92,29.145,820.797,7.333,-0.2771,0.4839,5.0558,14151480,0.0163,0.2536,3.1914,8932716,-0.297
1144,'000797',中国武夷,88.141,2.487,0.0625,2.254,0.0275,-0.0657,0.349,0.793,20.207,277.93,40.83,32.691,2.235,1139539,27459,899810,230262,84869,-6570,-8005,39672,55237,15823,10516,10548,6252,84239,99960,85636,85636,10.407,105.119,73.352,9.583,121405624,8.868,0.506,10.85,41.667,-76441.273,2.669,2.13,55.632,4847.993,0.862,0.2558,0.4541,0.8842,7572319,0.2111,0.4379,0.5484,4695949,0.225
35,'600054',黄山旅游,255.333,2.892,0.0625,5.328,0.0113,0.067,0.461,2.335,81.677,-19.14,-9.89,45.703,5.253,504885,172768,86219,412376,34455,5009,-1319,3690,27169,11932,6635,6965,4673,188663,74730,74730,51330,16.546,48.269,15.463,16.925,25420330,-1.989,-0.262,16.328,33.333,-89117.156,-1.058,-0.83,5.983,1017.068,3.785,-0.0763,0.1515,0.4927,2529285,-0.1274,0.1409,0.294,1509206,-0.068
1999,'300014',亿纬锂能,165.835,4.639,0.0628,2.268,0.0273,-0.0505,0.311,0.848,38.413,42.81,47.82,28.87,2.246,518827,101202,304252,199298,69314,-4326,-57037,6029,56999,15984,7351,7421,5376,77688,85599,81932,81932,21.084,167.757,64.112,19.408,58046336,1.628,1.262,21.396,58.333,3011596,3.486,1.98,30.338,2328.587,0.872,0.2088,0.5247,3.4451,28226550,0.2798,0.5554,2.5687,21046010,0.21
613,'600833',第一医药,273.092,4.948,0.0629,3.472,0.0187,0.1,0.292,0.747,61.784,6,0.86,15.019,3.468,125362,8194,47208,77454,6519,2235,-18,2217,43400,6392,1832,1844,1403,16663,22309,22309,22309,17.179,99.141,46.114,17.127,34047396,0.522,0.02,17.222,75,33666.086,-0.415,0.73,37.816,1362.151,1.883,-0.1408,0.3019,0.9626,2147474,-0.1039,0.1861,0.518,1155557,-0.182
513,'600711',盛屯矿业,118.944,2.734,0.063,2.721,0.0232,0.0327,1.327,0.373,37.523,1540.06,51.95,6.837,2.704,1093448,72845,676698,410300,198667,4899,-14747,1951,320073,21434,12600,12480,9410,58898,149705,149705,149705,7.355,194.76,65.71,6.978,111551680,2.139,0.256,7.412,58.333,2160077.75,1.362,0.35,31.061,4471.209,0.962,0.037,0.2647,1.2841,19223032,0.1004,0.2809,0.9881,14792682,0.071
868,'000002',万 科Ａ,391.445,2.389,0.063,10.324,0.0061,-0.863,0.757,5.607,12.853,-16.54,27.22,29.804,10.225,88675354,651935,72476749,11397138,835685,-952394,282241,412951,1858923,418888,155901,157153,69541,6189568,1103915,1102402,970907,24.787,166.142,41.19,24.012,741951296,-0.274,0.807,25.052,58.333,1985416,1.975,1.05,20.809,29683.297,0.416,0.1747,0.3957,0.3431,33311552,0.206,0.4062,0.2728,26482712,0.2
1324,'002062',宏润建设,90.651,2.431,0.0632,2.307,0.0272,0.0989,0.0363,0.958,20.448,8.36,-1.95,8.411,2.286,1270936,106685,983950,259875,4003,10900,-1788,-5503,192819,14579,8547,8569,6965,111088,110250,94200,94200,5.781,69.898,50.374,5.867,39901168,1.285,-0.041,5.69,33.333,-74280.414,-0.365,-0.27,23.981,1596.391,0.642,-0.1149,0.2695,0.5619,5292716,-0.0556,0.1699,0.3525,3320614,-0.096
755,'601216',君正集团,79.233,2.978,0.0633,1.684,0.0383,-0.0077,0.027,0.62,71.947,85.71,48.87,40.367,1.68,1975062,728787,552859,1420996,22807,-6522,-7737,62924,184767,71637,60337,60960,53401,523142,843802,843802,843802,4.948,163.479,65.111,4.924,168201808,3.055,0.022,4.902,33.333,3354626.25,0.08,-0.01,35.8,6741.293,2.27,-0.025,0.1252,0.5503,46433176,0.063,0.1239,0.3756,31694046,0.032
806,'601718',际华集团,121.21,2.299,0.0634,4.173,0.0198,-0.228,1.842,1.295,53.594,38.78,6.5,8.033,4.16,2653642,371186,1210478,1422196,431270,-100287,161518,63838,592475,45316,1365,37206,27837,589847,439163,385700,385700,8.537,117.621,45.868,8.544,114495264,0.179,0.014,8.493,66.667,896237,-0.224,-0.092,26.962,4582.759,1.58,-0.0106,0.3479,0.7965,30719864,-0.0141,0.1255,0.4081,15739341,0.01
1348,'002094',青岛金王,310.406,4.313,0.0636,5.468,0.0141,-0.37,2.775,1.419,52.993,65.12,63.74,16.049,5.457,338618,16815,135962,179445,75282,-14511,-1875,2961,76313,11939,3560,3715,2495,55687,39255,35210,35210,20.576,79.571,52.895,20.93,24600286,3.019,-0.396,19.938,33.333,32857,-1.43,-1.27,29.61,986.216,1.608,-0.2657,0.4033,0.7848,2763345,-0.1008,0.3232,0.5645,1987485,-0.216
1787,'002605',姚记扑克,196.217,3.249,0.0637,3.847,0.0167,0.0075,1.355,1.322,73.684,-9.13,-3.76,26.841,3.847,207354,21907,50266,152786,53805,298,-3281,-3084,18122,4712,3275,3525,2531,52518,39717,26859,26859,13.212,75.231,9.003,13.753,18523916,-2.462,-0.275,12.796,33.333,-36526.797,-1.003,-1.28,6.567,741.208,2.573,-0.2556,0.3329,1.0821,2906552,-0.2404,0.3066,0.7439,1998161,-0.236
1907,'002765',蓝黛传动,75.026,1.89,0.0639,2.524,0.0252,0.0173,1.081,0.551,47.276,-1.9,12.28,25.524,2.523,233538,50985,122930,110408,67766,741,-3346,3652,29287,7362,2730,3290,2740,25786,42890,15831,15831,10.264,52.083,13.59,10.908,5473537,-1.796,-0.551,9.924,41.667,-132514.484,-2.788,-1.18,24.448,218.741,1.183,-0.3427,0.4726,1.5678,2482031,-0.3031,0.3924,1.002,1586325,-0.364
1058,'000650',仁和药业,87.832,2.463,0.0641,2.186,0.0284,-0.112,0.238,0.785,73.951,-23.61,-1.18,39.17,2.18,382851,65735,52827,283123,29446,-13854,-19614,-33418,82853,31509,12718,12744,7938,109655,123834,123800,123800,5.736,85,33.992,5.844,93245088,0.324,-0.058,5.626,41.667,167425.922,-0.691,-0.26,21.328,3729.803,4.357,-0.1708,0.2044,0.5163,6391975,-0.1248,0.1664,0.3635,4500393,-0.135
2066,'300098',高新兴,171.18,3.188,0.0642,3.429,0.0187,-0.138,1.858,0.573,78.224,10.38,14.93,44.717,3.429,489205,7724,100058,382675,205579,-15246,-885,-11559,26697,11809,5894,7882,7103,66659,110659,56737,56737,11.718,111.343,24.578,12.259,13062376,0.807,-0.281,11.288,33.333,-212736.859,-0.839,-1.341,12.729,522.085,2.986,-0.1186,0.1879,1.1144,6322779,0.0061,0.2145,0.7457,4230732,-0.079
1478,'002245',澳洋顺昌,133.676,4.386,0.0646,1.968,0.0303,0.0132,0.148,0.74,39.063,63.98,113.06,22.197,1.966,503855,87386,226196,196822,14653,1303,5451,-5997,64971,14968,10049,11015,6381,75578,98728,90943,90943,8.889,154.71,34.388,8.983,55306044,0.038,-0.026,8.752,58.333,632812.188,-0.304,-0.35,24.874,2209.258,1.192,-0.1077,0.174,1.0295,9362223,-0.0017,0.1669,0.7577,6891011,-0.063
942,'000415',渤海金控,107.533,1.377,0.0648,5.01,0.0128,0.473,2.789,0.923,10.974,86.1,78.06,28.781,4.973,28516803,11722718,24700562,3129451,1724545,292417,-312801,435973,950069,271679,66235,67900,40066,601598,618452,311559,311559,6.862,220,58.499,6.714,128943464,2.503,0.101,6.856,58.333,1072318.125,0.387,0.22,40.167,5160.812,0.386,0,0.3343,0.748,23303788,-0.029,0.1754,0.4201,13088920,-0.016
1442,'002206',海 利 得,42.188,1.15,0.065,2.148,0.0281,0.0626,0.717,0.292,60.007,15.52,18.89,21.395,2.148,476525,161667,189291,285949,160414,7630,-15523,30910,67538,14097,6750,9135,7921,59951,121807,94696,94696,7.01,79.435,19.659,7.224,44133916,-1.257,-0.113,6.866,33.333,-103892.289,-0.717,-0.56,10.66,1766.07,1.369,-0.1323,0.2016,0.8206,7770428,-0.0944,0.1769,0.5076,4806583,-0.145
246,'600330',天通股份,133.583,1.969,0.065,4.409,0.0149,0.0086,3.159,0.153,74.559,1.96,12.95,20.812,4.365,491058,141756,124481,366130,262325,713,-6666,-1447,51005,10339,4470,5844,5412,12672,83047,81997,81997,8.835,139.482,38.328,8.925,95462224,0.999,-0.009,8.59,58.333,658217.813,-0.217,-0.38,31.212,3819.244,2.162,-0.2143,0.3094,1.0805,8859723,-0.053,0.2,0.8211,6732483,-0.151
725,'601038',一拖股份,149.676,1.971,0.065,4.907,0.0132,-0.32,2.157,1.316,35.343,-30.76,-12.53,16.332,4.867,1384517,294471,827423,489337,212669,-31507,-16114,-51139,266167,44868,8320,9071,6404,135345,98585,98585,59391,9.306,129.073,70.934,9.131,29514380,4.362,0.125,9.392,58.333,399778.875,0.344,0.697,41.247,1177.478,0.767,-0.1792,0.3268,0.6713,3986909,-0.0406,0.2131,0.4875,2895391,-0.139
1638,'002433',太安堂,126.024,1.45,0.0654,6.054,0.0108,0.0851,3.824,1.181,65.386,31.85,20.2,25.68,6.031,717265,169100,237885,468992,294696,6556,-37924,-12548,76432,18824,5867,6012,5036,93461,76896,67497,67497,9.038,104.787,22.094,9.184,20229834,-0.54,-0.095,8.898,33.333,-3494.824,-0.875,-0.53,17.564,809.193,1.956,-0.1735,0.2201,0.8218,5547024,-0.1383,0.1694,0.5345,3607898,-0.177
2023,'300040',九洲电气,141.175,1.894,0.0656,5.12,0.0126,-0.078,2.359,1.717,63.832,123.07,26.4,21.155,5.116,283099,46293,102391,180708,81667,-2702,-2728,-8838,23858,4943,2517,2806,2271,62919,34619,22917,22917,10.016,124.445,29.228,10.118,16319968,0.724,-0.057,9.794,50,88024.453,-0.66,-0.36,26.755,652.469,1.875,-0.2331,0.3277,1.6898,3872487,-0.1042,0.1986,1.1892,2725328,-0.198
861,'603017',中衡设计,240.698,2.754,0.0656,5.598,0.0114,-0.282,3.592,0.954,66.092,9.76,28.35,23.815,5.566,238853,35356,79002,157864,98926,-7774,-1018,-8793,19448,4467,2320,2424,1778,29998,27537,12114,12114,16.452,36.721,21.922,17.247,2729095,-0.613,-0.517,15.874,25,-39196.039,-1.53,-1.68,12.596,109.112,1.68,-0.2613,0.2965,1.0406,1260614,-0.1515,0.3001,0.5981,724487,-0.207
604,'600823',世茂股份,56.719,0.682,0.0657,5.292,0.0124,-0.0651,0.196,2.954,25.282,0.67,-0.21,34.717,5.281,7936918,165326,4914042,2006658,180574,-24420,-29436,-101705,261859,83460,54913,55915,24642,1129473,375117,374886,374886,5.027,146.377,81.272,4.932,168003024,1.947,0.055,5.056,41.667,902804.5,0.177,0.27,42.495,6723.946,0.664,-0.0083,0.1623,0.3371,12637581,-0.0164,0.1119,0.2285,8564429,-0.009
2385,'300496',中科创达,404.856,9.188,0.0658,2.816,0.0235,-0.0227,1.542,0.805,44.882,-18.97,39.04,44.599,2.794,252780,7244,134040,113453,62108,-913,-34454,7311,22241,9801,1195,2728,2649,32438,40289,21782,21782,27.299,96.849,18.449,28.837,1723288.75,-0.647,-0.879,25.894,25,-37293.504,-1.401,-5.76,10.069,68.483,1.033,-0.3528,0.4104,2.2801,4966510,-0.1409,0.2663,1.7141,3733605,-0.241
678,'600960',渤海活塞,111.435,1.606,0.066,4.552,0.0145,-0.0225,2.793,0.675,68.659,278.5,36.38,20.295,4.532,633847,148396,185275,435192,265429,-2141,-26839,-42546,56643,10705,6765,6643,6278,66610,95052,52472,52472,7.488,134.239,37.315,7.573,41431840,0.27,-0.038,7.352,50,93028.633,-0.507,-0.404,18.621,1657.115,2.012,-0.1676,0.2389,0.6674,3502173,-0.073,0.2636,0.5059,2654382,-0.123
2411,'300532',今天国际,166.422,2.241,0.0661,4.576,0.0136,-0.298,1.927,1.418,66.535,82.93,-9.49,46.176,4.575,111559,1331,37333,74226,35854,-4501,9853,5287,5367,2421,1274,1403,1000,26486,15403,3780,3780,21.853,99.133,9.855,23.637,275581.813,-5.241,-1.18,20.72,16.667,-22310.842,-2.716,-4.19,11.77,11.094,2.252,-0.4624,0.5091,3.952,1493849.25,-0.3566,0.3911,2.6496,1001567.25,-0.397
1452,'002217',合力泰,66.563,1.471,0.0662,2.899,0.0228,-0.0902,1.432,0.431,58.771,192.61,41.81,17.61,2.857,1565237,221941,645027,919900,604303,-28214,-88811,-185500,239676,41319,16491,23869,20700,147876,312831,175812,175812,9.129,107.056,18.997,9.425,52434924,-2.838,-0.127,8.928,25,124164.188,-0.808,-0.97,7.513,2102.068,1.559,-0.1572,0.2233,0.7283,12804697,-0.0545,0.2231,0.4902,8618821,-0.109
1994,'300009',安科生物,174.782,5.849,0.0663,1.866,0.0341,0.0214,0.522,0.543,72.063,34.06,16.83,76.713,1.852,195740,42088,48023,141057,53604,1527,-10520,-10064,19910,15040,5221,5511,4719,46877,71188,45662,45662,15.483,69.47,27.199,15.91,23539340,-0.718,-0.184,15.152,33.333,-84394.305,-0.496,-1.11,10.357,941.154,2.319,-0.0835,0.1464,0.7925,3618841,-0.002,0.1594,0.6045,2760472,-0.018
2330,'300417',南华仪器,349.888,4.885,0.0668,4.534,0.0141,-0.061,1.47,1.817,91.364,9.19,22.32,44.123,4.534,42731,962,3690,39040,11994,-498,615,117,3906,1694,640,642,545,16869,8160,2777,2777,25.007,62.361,13.427,26.7,689121,-2.07,-1.109,23.658,41.667,-42738.859,-2.22,-4.02,13.507,27.648,7.809,-0.4422,0.5022,4.5113,1252841,-0.3214,0.3462,2.9047,806674,-0.412
515,'600713',南京医药,103.706,2.321,0.067,2.948,0.0226,-1.113,1.306,0.471,17.872,20.88,1.68,6.018,2.826,1503157,71737,1188765,268648,117183,-99878,-940,9132,668271,39302,10348,10278,5990,46282,89743,69358,69358,7.026,126.946,43.335,7.009,93589480,0.526,0.022,6.932,50,117985.047,-0.213,-0.22,25.355,3743.856,0.787,-0.1143,0.1971,0.5729,3973224,-0.0377,0.1256,0.4217,2925133,-0.092
2472,'300611',美力科技,111.014,2.415,0.067,3.553,0.0238,-0.0032,1.516,0.932,79.892,3.66,17.41,35.113,3.553,82387,11519,16816,65821,36080,-57,-1920,21600,9677,3299,1424,1438,1200,18916,17895,4474,4474,19.964,83.953,12.348,22.36,-441840,-4.247,-1.503,18.072,16.667,-221557.938,-2.811,-4.64,8.083,-17.477,3.382,-0.4303,0.6671,16.4491,7359317,-0.138,0.5753,11.6556,5214735,-0.424
2361,'300459',金科娱乐,183.446,3.833,0.067,3.176,0.0211,0.0624,1.869,0.264,91.185,439.88,127.59,43.211,3.169,556020,29800,43704,507008,295599,9871,-31090,-21099,35148,14961,11860,11944,10593,46431,158126,51953,51953,12.211,138.086,47.577,11.668,15460801,1.128,0.269,12.298,50,316874.125,0.045,1.11,28.069,616.465,7.431,-0.1317,0.2521,1.6466,8554425,0.0473,0.2289,1.1222,5829919,-0.061
1168,'000835',长城动漫,142.19,8.286,0.0672,1.153,0.0269,-0.0214,0.291,-0.138,27.718,214.9,-1.56,55.759,1.079,135946,13917,98302,37682,9520,-700,-51,-2179,5791,3205,1096,2714,2197,-4514,32676,30290,30290,9.632,69.491,82.572,9.726,54041860,0.504,-0.061,9.624,25,97751.938,-0.577,-0.12,10.803,2162.436,0.013,-0.1431,0.2444,1.5944,4829372,0.0366,0.2269,1.2417,3761077,-0.06
2392,'300506',名家汇,355.328,11.718,0.0672,1.938,0.0335,-0.13,0.0865,0.753,57.32,103.23,78.62,55.93,1.931,106651,3436,45518,61133,2594,-3900,-140,6144,9422,5201,2349,2362,2016,25594,30000,13188,13188,25.612,110.139,14.271,27.457,6913958,-2.073,-0.857,24.192,41.667,-35306.492,-1.052,-4.56,8.42,276.939,1.694,-0.3831,0.527,4.2705,5631940,-0.1848,0.3597,3.5537,4686716,-0.33
1968,'002837',英维克,133.112,2.957,0.0675,2.911,0.0229,-0.519,0.881,1.009,71.838,22.79,34.13,34.551,2.905,85224,1274,23868,61224,29805,-10484,-1170,-13696,11906,3986,1542,1570,1363,22797,20209,4924,4924,24.389,100.679,19.669,26.603,616284.563,-1.469,-1.167,22.794,41.667,-286153.531,-1.338,-3.73,11.737,24.196,2.883,-0.1012,0.6233,15.5584,7660248,0.2285,0.8434,13.7515,6770636,0.071
351,'600497',驰宏锌锗,109.662,3.514,0.0677,2.113,0.0326,0.144,1.197,-0.158,28.183,637.94,96.28,17.151,2.015,3231051,1203175,2075696,910593,515865,62070,-14265,-39356,463368,73517,35205,35786,29171,-67984,430990,430990,430990,7.139,173.783,78.687,6.713,255639360,2.256,0.345,7.36,41.667,8087449,2.279,0.55,30.018,10242.689,0.099,0.0122,0.3338,1.2253,52807524,0.2259,0.4043,1.0466,45105544,0.066
1204,'000903',云内动力,32.87,0.855,0.0678,2.573,0.0263,-0.0921,1.014,0.39,48.69,52.28,72.27,17.326,2.573,943196,192474,482847,459245,239774,-16183,-2471,-18663,160250,26707,13347,13973,11919,101918,175754,158120,158120,4.466,120.652,36.255,4.403,137936160,0.371,0.055,4.486,50,345431.281,0.286,0.07,35.034,5511.569,1.202,0.0392,0.3053,1.6632,26298606,0.0789,0.195,0.8578,13562795,-0.025
